,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,output_frequency,output_after_generations,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
1761,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,unrooted,RF,5.7439372,0.23755819530466935
1762,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,unrooted,SPR,1.8854236734693872,0.052451635077020047
1763,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,unrooted,path,10.515441101809445,0.34206067739261914
1764,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,rooted,KC,14.288158216163147,0.2019366758495313
1765,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,rooted,RF,13.262608601934573,0.22301432506270266
1767,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,unrooted,RF,10.796649121100897,0.21214398477799
1768,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,unrooted,SPR,3.174894278857539,0.04689392628606646
1769,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,unrooted,path,15.932646475478235,0.29534901591504814
1771,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,rooted,KC,5.510310440490261,0.1612866703935914
1772,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,rooted,RF,6.143204063085137,0.22926940449337485
1774,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,unrooted,RF,5.838017910436419,0.2282821373064553
1775,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,unrooted,SPR,1.8610749480929853,0.052371796210980655
1776,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,unrooted,path,10.332520741378948,0.3216028636214272
1778,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,retained,rooted,KC,5.127216211261985,0.12738286537640278
1782,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,retained,unrooted,SPR,1.495240662304576,0.08388072537307095
1783,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,retained,unrooted,path,11.104578403143801,0.3112791257873558
1785,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,rooted,KC,4.822395139173749,0.3713966062917788
1786,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,rooted,RF,3.586895400000001,0.3246897101213931
1788,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,unrooted,RF,3.298110639999999,0.3228990877371706
1789,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,unrooted,SPR,1.0194057446808509,0.1012650704212896
1790,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,unrooted,path,7.02276651185099,0.6586595486588224
1792,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,rooted,KC,11.008653066403188,0.36656517968752056
1793,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,rooted,RF,11.243980400000003,0.3125471688639887
1794,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,unrooted,RF,10.681931600000002,0.32055449897598326
1795,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,unrooted,SPR,2.9023553191489353,0.07003144302787975
1796,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,unrooted,path,17.847578566063593,0.5016769003036446
1797,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,rooted,KC,16.963468658061707,0.30273258477630544
1798,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,rooted,RF,16.75848851028154,0.24291853324150076
1800,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,unrooted,RF,14.303275351791518,0.24999396965852475
1801,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,unrooted,SPR,3.7950876039594648,0.05469188766527084
1802,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,unrooted,path,20.93284131078784,0.42896594890737616
1804,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,rooted,KC,9.915185706747607,0.3493764360446636
1805,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,rooted,RF,10.72494000107985,0.29279311287317084
1807,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,unrooted,RF,10.439564718719241,0.29396672738427765
1808,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,unrooted,SPR,2.8420590770116854,0.06573055695820985
1809,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,unrooted,path,16.901240401410693,0.4106752407096769
1811,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,retained,rooted,KC,8.435200554736916,0.2980426426376476
1815,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,retained,unrooted,SPR,2.22165332397224,0.11619661724680412
1816,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,retained,unrooted,path,18.372297271482164,0.5492629161268644
1818,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,rooted,KC,7.966450882410761,0.8987357200656465
1819,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,rooted,RF,3.980644880000001,0.387173368212796
1821,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,unrooted,RF,3.6347498799999998,0.37335799375211415
1822,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,unrooted,SPR,1.0784897045454545,0.09660823594579686
1823,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,unrooted,path,8.579050278562585,0.776653989007831
1825,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,rooted,KC,15.99454205105672,0.43396269938569315
1826,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,rooted,RF,13.024471199999999,0.3492853477766865
1827,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,unrooted,RF,12.5993508,0.3694751913654252
1828,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,unrooted,SPR,3.305870681818182,0.08596651462287908
1829,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,unrooted,path,21.23471863438826,0.5269231841996143
1830,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,fastARG,per site,retained,rooted,KC,19.61930617288826,0.39103529132447
1831,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,fastARG,per site,retained,rooted,RF,18.253514966418912,0.2908875765375299
1833,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,fastARG,per site,retained,unrooted,RF,15.958230985478062,0.30039582482585636
1834,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,fastARG,per site,retained,unrooted,SPR,4.039517854162493,0.07022271564554639
1835,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,fastARG,per site,retained,unrooted,path,23.790055035270452,0.4960480340580613
1837,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,tsinfer,per site,broken,rooted,KC,12.92718358523259,0.4062035301372007
1838,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,tsinfer,per site,broken,rooted,RF,11.819411825011727,0.3974658245514374
1840,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,tsinfer,per site,broken,unrooted,RF,11.641303115080007,0.4025249379601502
1841,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,tsinfer,per site,broken,unrooted,SPR,3.0563679103249513,0.10075859113330539
1842,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,tsinfer,per site,broken,unrooted,path,18.4887489636352,0.5489635401424408
1844,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,tsinfer,per site,retained,rooted,KC,10.25876482737149,0.31359681939418343
1848,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,tsinfer,per site,retained,unrooted,SPR,2.1809480726149015,0.1458215352332808
1849,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,0.8,0,tsinfer,per site,retained,unrooted,path,20.087867961035066,0.7127373882928637
1851,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,ARGweaver,per site,retained,rooted,KC,18.142121937267795,0.7341927207189689
1852,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,ARGweaver,per site,retained,rooted,RF,6.726130840000001,0.4566659159193181
1854,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,ARGweaver,per site,retained,unrooted,RF,3.279062,0.261610376555359
1855,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,ARGweaver,per site,retained,unrooted,SPR,1.0675919785834775,0.09373334863826317
1856,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,ARGweaver,per site,retained,unrooted,path,7.438233823032564,0.5056797949193228
1858,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,RentPlus,per site,retained,rooted,KC,17.077929785979663,0.37211295805137107
1859,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,RentPlus,per site,retained,rooted,RF,11.866889199999997,0.3283025833672643
1860,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,RentPlus,per site,retained,unrooted,RF,10.063498,0.33936382090732115
1861,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,RentPlus,per site,retained,unrooted,SPR,2.7947424785459245,0.08968477302343791
1862,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,RentPlus,per site,retained,unrooted,path,17.30610475423192,0.5003327293196057
1863,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,fastARG,per site,retained,rooted,KC,20.052670732888853,0.5273239210585174
1864,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,fastARG,per site,retained,rooted,RF,16.679985248783026,0.28368005659564594
1866,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,fastARG,per site,retained,unrooted,RF,14.206476062064302,0.2798722362033288
1867,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,fastARG,per site,retained,unrooted,SPR,3.691375584770464,0.08501570378561711
1868,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,fastARG,per site,retained,unrooted,path,21.69687642242161,0.38565560596278053
1870,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,tsinfer,per site,broken,rooted,KC,11.21125197523547,0.39372596172806834
1871,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,tsinfer,per site,broken,rooted,RF,10.147555529193774,0.3558572334772062
1873,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,tsinfer,per site,broken,unrooted,RF,9.283330661748224,0.33394478183519416
1874,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,tsinfer,per site,broken,unrooted,SPR,2.5151265925980777,0.09534175647401585
1875,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,tsinfer,per site,broken,unrooted,path,14.86950130921404,0.4226742716841832
1877,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,tsinfer,per site,retained,rooted,KC,9.768520416728984,0.4074732841136387
1881,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,tsinfer,per site,retained,unrooted,SPR,1.8283496086395976,0.1606023278821015
1882,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,0,tsinfer,per site,retained,unrooted,path,15.724211958905098,0.5307178240584502
1884,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,ARGweaver,per site,retained,rooted,KC,19.437140662811004,0.7921481876775764
1885,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,ARGweaver,per site,retained,rooted,RF,8.193231240000001,0.3441276782117958
1887,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,ARGweaver,per site,retained,unrooted,RF,4.071705199999999,0.25974319921128375
1888,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,ARGweaver,per site,retained,unrooted,SPR,1.3031587642427793,0.08512283692789069
1889,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,ARGweaver,per site,retained,unrooted,path,9.001061481455249,0.4906709078062011
1891,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,RentPlus,per site,retained,rooted,KC,18.412302885465323,0.35356413813189985
1892,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,RentPlus,per site,retained,rooted,RF,12.863702600000002,0.2978565665202797
1893,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,RentPlus,per site,retained,unrooted,RF,10.974897799999999,0.30985472477147635
1894,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,RentPlus,per site,retained,unrooted,SPR,2.9322784865861786,0.0729708617424983
1895,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,RentPlus,per site,retained,unrooted,path,18.734587590337938,0.42260723625318514
1896,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,rooted,KC,21.15217056211909,0.5063688267018892
1897,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,rooted,RF,17.019142634651402,0.27694696211798964
1899,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,unrooted,RF,14.402504721252434,0.2726487454489434
1900,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,unrooted,SPR,3.728322927927828,0.06693710753136974
1901,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,fastARG,per site,retained,unrooted,path,22.19329334270172,0.39127237134893195
1903,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,rooted,KC,12.98865972372237,0.36615742608744295
1904,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,rooted,RF,11.306652323615952,0.316479937078097
1906,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,unrooted,RF,10.314028296684068,0.3074958481977094
1907,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,unrooted,SPR,2.723650801346857,0.07328077069103675
1908,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,broken,unrooted,path,16.251493339292594,0.3988050973806513
1910,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,retained,rooted,KC,11.450942946466041,0.38953483085863083
1914,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,retained,unrooted,SPR,2.1160297659210676,0.11653279171675913
1915,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,200,tsinfer,per site,retained,unrooted,path,16.918497186626777,0.48176069338225647
1917,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,rooted,KC,17.447592645185562,0.46138866547413
1918,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,rooted,RF,7.6301669599999995,0.28019647039350287
1920,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,unrooted,RF,3.6589174399999997,0.21601232707241338
1921,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,unrooted,SPR,1.1185628031773276,0.06354755881458224
1922,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,ARGweaver,per site,retained,unrooted,path,8.387851896078535,0.43612614376613823
1924,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,rooted,KC,17.449305288887594,0.27735604101823674
1925,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,rooted,RF,11.123747999999999,0.26978739577084826
1926,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,unrooted,RF,9.135779800000002,0.28082267519462983
1927,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,unrooted,SPR,2.425504342499694,0.06875330211808502
1928,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,RentPlus,per site,retained,unrooted,path,17.030462347328594,0.356668748859408
1929,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,rooted,KC,20.66096378492906,0.4158813919784022
1930,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,rooted,RF,15.633872152587557,0.22812605340354003
1932,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,unrooted,RF,12.853549201768823,0.23901877154922738
1933,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,unrooted,SPR,3.383257828067034,0.06319974540769298
1934,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,fastARG,per site,retained,unrooted,path,21.200571980600916,0.3099807360395157
1936,5000,100000,16,1e-08,3.5000000000000016e-06,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,rooted,KC,12.955094304261339,0.3384813991515423
